BiofilmDBID;Structure [idcode];Molecule Name;Molecule ID;ActiveID;m;Value;Unit;Type;Ligand Efficiency;Binding Efficiency;Surface Efficiency;Assay index;Assay Organism;Target ID;Target Name;Target abreviation;Target Organism;Target Description;Sequence Accession;DOI;Smiles;InChI;InChI-Key;Total Molweight;Molweight;Monoisotopic Mass;cLogP;cLogS;H-Acceptors;H-Donors;Total Surface Area;Relative PSA;Polar Surface Area;Druglikeness;Non-H Atoms;Non-C/H Atoms;Metal-Atoms;Electronegative Atoms;Stereo Centers;Rotatable Bonds;Rings Closures;Small Rings;Aromatic Rings;Aromatic Atoms;sp3-Atoms;Symmetric atoms;Amides;Amines;Alkyl-Amines;Aromatic Amines;Aromatic Nitrogens;Basic Nitrogens;Acidic Oxygens;nAcid;ALogP;ALogp2;AMR;apol;naAromAtom;nAromBond;nAtom;nHeavyAtom;nH;nB;nC;nN;nO;nS;nP;nF;nCl;nBr;nI;nX;ATS0m;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;ATS7m;ATS8m;ATS0v;ATS1v;ATS2v;ATS3v;ATS4v;ATS5v;ATS6v;ATS7v;ATS8v;ATS0e;ATS1e;ATS2e;ATS3e;ATS4e;ATS5e;ATS6e;ATS7e;ATS8e;ATS0p;ATS1p;ATS2p;ATS3p;ATS4p;ATS5p;ATS6p;ATS7p;ATS8p;ATS0i;ATS1i;ATS2i;ATS3i;ATS4i;ATS5i;ATS6i;ATS7i;ATS8i;AATS0m;AATS1m;AATS2m;AATS3m;AATS4m;AATS5m;AATS6m;AATS7m;AATS8m;AATS0v;AATS1v;AATS2v;AATS3v;AATS4v;AATS5v;AATS6v;AATS7v;AATS8v;AATS0e;AATS1e;AATS2e;AATS3e;AATS4e;AATS5e;AATS6e;AATS7e;AATS8e;AATS0p;AATS1p;AATS2p;AATS3p;AATS4p;AATS5p;AATS6p;AATS7p;AATS8p;AATS0i;AATS1i;AATS2i;AATS3i;AATS4i;AATS5i;AATS6i;AATS7i;AATS8i;ATSC0c;ATSC1c;ATSC2c;ATSC3c;ATSC4c;ATSC5c;ATSC6c;ATSC7c;ATSC8c;ATSC0m;ATSC1m;ATSC2m;ATSC3m;ATSC4m;ATSC5m;ATSC6m;ATSC7m;ATSC8m;ATSC0v;ATSC1v;ATSC2v;ATSC3v;ATSC4v;ATSC5v;ATSC6v;ATSC7v;ATSC8v;ATSC0e;ATSC1e;ATSC2e;ATSC3e;ATSC4e;ATSC5e;ATSC6e;ATSC7e;ATSC8e;ATSC0p;ATSC1p;ATSC2p;ATSC3p;ATSC4p;ATSC5p;ATSC6p;ATSC7p;ATSC8p;ATSC0i;ATSC1i;ATSC2i;ATSC3i;ATSC4i;ATSC5i;ATSC6i;ATSC7i;ATSC8i;AATSC0c;AATSC1c;AATSC2c;AATSC3c;AATSC4c;AATSC5c;AATSC6c;AATSC7c;AATSC8c;AATSC0m;AATSC1m;AATSC2m;AATSC3m;AATSC4m;AATSC5m;AATSC6m;AATSC7m;AATSC8m;AATSC0v;AATSC1v;AATSC2v;AATSC3v;AATSC4v;AATSC5v;AATSC6v;AATSC7v;AATSC8v;AATSC0e;AATSC1e;AATSC2e;AATSC3e;AATSC4e;AATSC5e;AATSC6e;AATSC7e;AATSC8e;AATSC0p;AATSC1p;AATSC2p;AATSC3p;AATSC4p;AATSC5p;AATSC6p;AATSC7p;AATSC8p;AATSC0i;AATSC1i;AATSC2i;AATSC3i;AATSC4i;AATSC5i;AATSC6i;AATSC7i;AATSC8i;MATS1c;MATS2c;MATS3c;MATS4c;MATS5c;MATS6c;MATS7c;MATS8c;MATS1m;MATS2m;MATS3m;MATS4m;MATS5m;MATS6m;MATS7m;MATS8m;MATS1v;MATS2v;MATS3v;MATS4v;MATS5v;MATS6v;MATS7v;MATS8v;MATS1e;MATS2e;MATS3e;MATS4e;MATS5e;MATS6e;MATS7e;MATS8e;MATS1p;MATS2p;MATS3p;MATS4p;MATS5p;MATS6p;MATS7p;MATS8p;MATS1i;MATS2i;MATS3i;MATS4i;MATS5i;MATS6i;MATS7i;MATS8i;MATS1s;MATS2s;MATS3s;MATS4s;MATS5s;MATS6s;MATS7s;MATS8s;GATS1c;GATS2c;GATS3c;GATS4c;GATS5c;GATS6c;GATS7c;GATS8c;GATS1m;GATS2m;GATS3m;GATS4m;GATS5m;GATS6m;GATS7m;GATS8m;GATS1v;GATS2v;GATS3v;GATS4v;GATS5v;GATS6v;GATS7v;GATS8v;GATS1e;GATS2e;GATS3e;GATS4e;GATS5e;GATS6e;GATS7e;GATS8e;GATS1p;GATS2p;GATS3p;GATS4p;GATS5p;GATS6p;GATS7p;GATS8p;GATS1i;GATS2i;GATS3i;GATS4i;GATS5i;GATS6i;GATS7i;GATS8i;GATS1s;GATS2s;GATS3s;GATS4s;GATS5s;GATS6s;GATS7s;GATS8s;nBase;BCUTw-1l;BCUTw-1h;BCUTc-1l;BCUTc-1h;BCUTp-1l;BCUTp-1h;nBonds;nBonds2;nBondsS;nBondsS2;nBondsS3;nBondsD;nBondsD2;nBondsT;nBondsQ;nBondsM;bpol;C1SP1;C2SP1;C1SP2;C2SP2;C3SP2;C1SP3;C2SP3;C3SP3;C4SP3;Sv;Sse;Spe;Sare;Sp;Si;Mv;Mse;Mpe;Mare;Mp;Mi;CrippenLogP;CrippenMR;SpMax_Dt;SpDiam_Dt;SpAD_Dt;SpMAD_Dt;EE_Dt;VE1_Dt;VE2_Dt;VE3_Dt;VR1_Dt;VR2_Dt;VR3_Dt;ECCEN;FMF;fragC;nHBAcc;nHBAcc2;nHBAcc3;nHBAcc_Lipinski;nHBDon;nHBDon_Lipinski;HybRatio;IC0;IC1;IC2;IC3;IC4;IC5;TIC0;TIC1;TIC2;TIC3;TIC4;TIC5;SIC0;SIC1;SIC2;SIC3;SIC4;SIC5;CIC0;CIC1;CIC2;CIC3;CIC4;CIC5;BIC0;BIC1;BIC2;BIC3;BIC4;BIC5;MIC0;MIC1;MIC2;MIC3;MIC4;MIC5;ZMIC0;ZMIC1;ZMIC2;ZMIC3;ZMIC4;ZMIC5;Kier1;Kier2;Kier3;nAtomLC;nAtomP;nAtomLAC;MLogP;McGowan_Volume;MDEC-11;MDEC-12;MDEC-13;MDEC-14;MDEC-22;MDEC-23;MDEC-24;MDEC-33;MDEC-34;MDEC-44;MDEO-11;MDEO-12;MDEO-22;MDEN-11;MDEN-12;MDEN-13;MDEN-22;MDEN-23;MDEN-33;MLFER_A;MLFER_BH;MLFER_BO;MLFER_S;MLFER_E;MLFER_L;MPC2;MPC3;MPC4;MPC5;MPC6;MPC7;MPC8;MPC9;MPC10;TPC;piPC1;piPC2;piPC3;piPC4;piPC5;piPC6;piPC7;piPC8;piPC9;piPC10;TpiPC;R_TpiPCTPC;PetitjeanNumber;nRing;n3Ring;n4Ring;n5Ring;n6Ring;n7Ring;n8Ring;n9Ring;n10Ring;n11Ring;n12Ring;nG12Ring;nFRing;nF4Ring;nF5Ring;nF6Ring;nF7Ring;nF8Ring;nF9Ring;nF10Ring;nF11Ring;nF12Ring;nFG12Ring;nTRing;nT4Ring;nT5Ring;nT6Ring;nT7Ring;nT8Ring;nT9Ring;nT10Ring;nT11Ring;nT12Ring;nTG12Ring;nHeteroRing;n3HeteroRing;n4HeteroRing;n5HeteroRing;n6HeteroRing;n7HeteroRing;n8HeteroRing;n9HeteroRing;n10HeteroRing;n11HeteroRing;n12HeteroRing;nG12HeteroRing;nFHeteroRing;nF4HeteroRing;nF5HeteroRing;nF6HeteroRing;nF7HeteroRing;nF8HeteroRing;nF9HeteroRing;nF10HeteroRing;nF11HeteroRing;nF12HeteroRing;nFG12HeteroRing;nTHeteroRing;nT4HeteroRing;nT5HeteroRing;nT6HeteroRing;nT7HeteroRing;nT8HeteroRing;nT9HeteroRing;nT10HeteroRing;nT11HeteroRing;nT12HeteroRing;nTG12HeteroRing;nRotB;RotBFrac;nRotBt;RotBtFrac;LipinskiFailures;topoRadius;topoDiameter;topoShape;GGI1;GGI2;GGI3;GGI4;GGI5;GGI6;GGI7;GGI8;GGI9;GGI10;JGI1;JGI2;JGI3;JGI4;JGI5;JGI6;JGI7;JGI8;JGI9;JGI10;JGT;SpMax_D;SpDiam_D;SpAD_D;SpMAD_D;EE_D;VE1_D;VE2_D;VE3_D;VR1_D;VR2_D;VR3_D;TopoPSA;VABC;VAdjMat;MWC2;MWC3;MWC4;MWC5;MWC6;MWC7;MWC8;MWC9;MWC10;TWC;SRW2;SRW3;SRW4;SRW5;SRW6;SRW7;SRW8;SRW9;SRW10;TSRW;MW;AMW;WTPT-1;WTPT-2;WTPT-3;WTPT-4;WTPT-5;WPATH;WPOL;XLogP;Zagreb
1;dcLLB@STyImYWeVf@B@cH;T_P20582_PqsD_A_107682;T_P20582_PqsD_A_107682;107682;=;30;%;Inhibition;0;0;0;907957;Pseudomonas aeruginosa;1;2-heptyl-4(1H)-quinolone synthase PqsD;PqsD;Pseudomonas aeruginosa;Target is a single protein chain;P20582;10.1016/j.ejmech.2014.11.055;[O-]C(/C=C/c(cc1)ccc1O)=O;InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)/p-1;NGSWKAQJJWESNS-UHFFFAOYSA-M;163.152;163.152;163.03952;-0.9478;-1.703;3;1;131.39;0.30763;60.36;-0.60139;12;3;0;3;0;2;1;1;1;6;2;2;0;0;0;0;0;0;1;1;-0.339;0.114921;20.0274;23.580344;6;6;20;12;8;0;9;0;3;0;0;0;0;0;0;0;2074.409604;1979.765568;2636.764399;2212.272572;1551.039308;1511.720676;1260.393682;696.496383;539.19837;4709.494402;5572.287581;7268.790432;7052.895087;5292.462994;4096.581463;3097.819752;1755.717742;755.50602;161.667504;159.614424;228.53926;288.97064;259.482632;197.315832;161.208496;118.96578;61.094088;30.58661524;36.86892183;49.47918434;50.60649191;39.91704693;29.08681493;19.7299316;11.36633157;4.847335335;3176.844278;2890.28303;4210.483828;5711.485813;5426.000652;4189.461508;3108.002972;2400.071968;1231.900623;103.7204802;98.9882784;90.92291031;59.79115059;45.61880318;58.14310292;66.33650958;49.74974164;77.02833857;235.4747201;278.6143791;250.6479459;190.6187861;155.6606763;157.5608255;163.0431449;125.4084101;107.9294314;8.0833752;7.9807212;7.880664138;7.810017297;7.631842118;7.589070462;8.484657684;8.497555714;8.727726857;1.529330762;1.843446092;1.70617877;1.367743025;1.174030792;1.118723651;1.038417453;0.811880827;0.692476476;158.8422139;144.5141515;145.1890975;154.3644814;159.5882545;161.1331349;163.5791038;171.433712;175.9858033;0.526449276;-0.363688914;0.165216296;-0.04089229;-0.08109349;0.116571365;-0.028132996;-0.206921037;0.338514445;726.984324;-57.4272;-59.497937;-356.224036;-111.023236;411.659892;-178.476926;-118.213281;222.156162;957.1011112;95.34269435;-280.0253915;-386.6920529;-151.8534499;267.5879316;-162.362174;9.995945396;88.16477969;2.5518168;-0.4151376;0.74027044;-0.71005708;-0.29914096;0.32964096;-1.05103196;-0.93115656;1.57999212;4.662186945;0.818913211;-1.287415103;-1.256459061;-0.692249683;-0.300549818;-0.877307367;0.17258849;0.392632217;27.18597683;4.947612471;-6.688111713;-6.30041478;-3.919954689;-4.167695599;-5.532108302;0.71981384;2.882675858;0.026322464;-0.018184446;0.005697114;-0.001105197;-0.002385103;0.004483514;-0.001480684;-0.014780074;0.048359206;36.3492162;-2.87136;-2.051653;-9.627676649;-3.265389294;15.83307277;-9.393522421;-8.443805786;31.73659457;47.85505556;4.767134717;-9.656047983;-10.45113656;-4.466277937;10.29184352;-8.54537758;0.7139961;12.59496853;0.12759084;-0.02075688;0.025526567;-0.019190732;-0.008798264;0.012678498;-0.055317472;-0.066511183;0.22571316;0.233109347;0.040945661;-0.044393624;-0.033958353;-0.020360285;-0.011559608;-0.046174072;0.012327749;0.056090317;1.359298842;0.247380624;-0.230624542;-0.170281481;-0.115292785;-0.160295985;-0.291163595;0.051415274;0.411810837;-0.690833724;0.216435426;-0.041986838;-0.09061092;0.170330334;-0.056251725;-0.561500405;1.837183887;-0.078993725;-0.05644284;-0.264866142;-0.08983383;0.435582233;-0.258424346;-0.232296777;0.873102583;0.099616115;-0.201776967;-0.218391483;-0.093329281;0.215062827;-0.178567917;0.014919972;0.263189926;-0.162683152;0.200065827;-0.150408383;-0.068956859;0.099368407;-0.433553628;-0.521284936;1.769038906;0.175650016;-0.190441202;-0.145675638;-0.087342207;-0.049588781;-0.198079024;0.052883977;0.240618051;0.181991344;-0.169664341;-0.125271556;-0.084817835;-0.117925492;-0.214201312;0.03782485;0.302958278;0;0;0;0;0;0;0;0;1.536535861;0.468008435;0.759841188;0.787119708;0.619769276;1.416645306;2.111683916;0.332557299;0.799460303;0.792415544;1.146208468;1.061796399;0.587600788;1.327103705;1.432368104;0.452014889;0.804489074;1.125921312;1.17559021;1.113455397;0.839261296;1.013604588;0.847922308;0.638448869;0.906767132;0.465981187;0.93978995;0.803750604;0.620821002;1.940546045;2.176200781;0.025225949;0.849237782;1.201778329;1.11324613;1.044591317;1.00511526;1.061419296;0.781730319;0.585931686;0.864512621;1.19019376;1.087768769;1.01423477;1.034855962;1.114514369;0.825678696;0.545824162;0;0;0;0;0;0;0;0;0;11.85;15.99692145;-0.385730247;0.28307022;3.889942821;8.789472046;12;20;18;12;4;2;2;0;0;8;9.703656;0;0;1;7;1;0;0;0;0;13.31170853;20.54333576;19.94901961;20.24;13.63493653;150.2900563;0.665585426;1.027166788;0.99745098;1.012;0.681746826;7.514502814;1.30729;43.7146;56.43485943;82.17257127;112.8697189;9.405809906;0.00;0.162835305;0.01;-2.178019186;57.42163673;4.785136394;4.860505415;144;0.3;12.03;2;3;3;3;2;2;0;1.457717469;2.846439345;3.521928095;3.921928095;3.921928095;3.821928095;29.15434938;56.92878689;70.4385619;78.4385619;78.4385619;76.4385619;0.337284063;0.658604049;0.814897429;0.907448715;0.907448715;0.884310893;2.864210626;1.47548875;0.8;0.4;0.4;0.5;0.313902371;0.61294735;0.758405935;0.844541246;0.844541246;0.823007419;13.32035524;26.96821033;32.44534625;32.84847626;32.84847626;31.64847626;42.07692121;29.85608373;22.828147;21.83499014;21.83499014;23.228147;10.08333333;4.888888889;4;5;12;3;2.12;1.2292;0;0;0;0;6.678722918;8.671432356;0;0.793700526;0;0;0.595275394;0;0;0;0;0;0;0;0;1.134;0.777;0.785;1.332;1.085;6.286;15;15;16;20;14;10;10;4;0;128;2.890371758;3.384390263;3.789855371;4.187759007;4.736746544;4.659895086;4.659895086;4.887525597;4.523146351;0;6.567638911;5.552246094;0.5;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.166666667;4;0.333333333;0;4;8;1;3;1.111111111;0.25;0.502222222;0.256944444;0.121632653;0.118055556;0;0;0;0.25;0.074074074;0.020833333;0.062777778;0.032118056;0.020272109;0.039351852;0;0;0;0.499427201;38.50644744;59.77750334;77.01289487;6.417741239;5.29E+16;0.106209022;0.008850752;-2.690815463;75.54990264;6.29582522;5.18975208;57.53;154.1522482;4.584962501;4.007333185;4.744932128;5.541263545;6.308098442;7.104144093;7.883446354;8.678801707;9.46397433;10.25909693;87.99109071;3.218875825;0;4.442651256;0;5.837730447;0;7.308542798;0;8.819517541;9.073259831;164.0473441;8.202367206;23.39604125;1.949670104;7.293479094;7.293479094;0;223;12;1.886;54
2;dklD@@QIevUuujh@H@@;T_P20582_PqsD_A_1476007;T_P20582_PqsD_A_1476007;1476007;<;10;%;Inhibition;0;0;0;907957;Pseudomonas aeruginosa;1;2-heptyl-4(1H)-quinolone synthase PqsD;PqsD;Pseudomonas aeruginosa;Target is a single protein chain;P20582;10.1016/j.ejmech.2014.11.055;Cc1ccc(CCC(OC)=O)cc1;InChI=1S/C11H14O2/c1-9-3-5-10(6-4-9)7-8-11(12)13-2/h3-6H,7-8H2,1-2H3;ZYODXRYBYZMUNL-UHFFFAOYSA-N;178.23;178.23;178.09938;2.369;-2.336;2;0;153.05;0.15054;26.3;-10.371;13;2;0;2;0;4;1;1;1;6;5;2;0;0;0;0;0;0;0;0;0.7504;0.56310016;26.9051;30.299102;6;6;27;13;14;0;11;0;2;0;0;0;0;0;0;0;2113.066229;2188.632409;2802.273712;2585.107202;1870.364089;1730.257553;1565.666104;1045.116837;673.962835;5526.639895;6749.670153;9002.276062;9408.793289;7844.539539;6077.603989;4920.716979;3882.142711;2664.083619;203.707604;205.15366;348.842416;397.654112;426.182452;353.7617;260.778496;213.413988;186.523804;38.18888867;47.49664034;65.89613309;71.79545436;63.57249575;49.12714149;36.46069271;30.3282054;23.05192227;4354.487617;3871.689214;7084.687025;8145.564805;9150.102794;8071.739297;5547.934938;4527.905864;4336.840862;78.26171219;81.06045959;60.91899374;48.77560758;32.81340507;35.31137863;46.04900306;37.32560132;25.9216475;204.6903665;249.9877834;195.7016535;177.5244017;137.6235007;124.0327345;144.72697;138.647954;102.4647546;7.544726074;7.598283704;7.583530783;7.502907774;7.476885123;7.219626531;7.669955765;7.621928143;7.173992462;1.414403284;1.759134827;1.432524632;1.354631214;1.115306943;1.002594724;1.072373315;1.083150193;0.886612395;161.2773191;143.3958968;154.0149353;153.689902;160.5281192;164.7293734;163.174557;161.7109237;166.8015716;0.270735362;-0.154293742;0.047096772;0.01148159;-0.081415668;0.053500524;0.006093069;-0.046939954;0.061081322;936.5369934;21.57448919;88.13781582;-425.5850302;-563.4829005;493.2833152;59.91145015;-226.4283471;173.5090125;1398.667252;-48.21478312;182.6006802;-604.4565966;-664.8407996;424.6883411;74.98455983;-271.1953426;45.67048639;1.976670519;0.011434074;0.608337043;-0.415855759;-0.698642206;0.455024318;-0.295117246;-0.400226019;0.243708982;6.373204962;-0.507326647;1.29875464;-2.309899816;-2.102481484;0.49729113;-0.005029747;-0.961293844;-0.577917366;35.71159221;-3.270243087;8.200784544;-12.0138599;-10.16503486;0.389350618;-0.781612858;-4.950366204;-4.424872391;0.010027236;-0.005714583;0.001023843;2.17E-04;-0.001428345;0.001091847;1.79E-04;-0.001676427;0.002349282;34.68655531;0.799055155;1.916039474;-8.029906231;-9.885664922;10.06700643;1.762101475;-8.086726682;6.673423558;51.8024908;-1.785732708;3.969580005;-11.40484145;-11.66387368;8.667109003;2.20542823;-9.685547949;1.756557169;0.073210019;4.23E-04;0.013224718;-0.007846335;-0.012256881;0.009286211;-0.008679919;-0.014293786;0.009373422;0.236044628;-0.018789876;0.028233797;-0.043583015;-0.03688564;0.010148799;-1.48E-04;-0.034331923;-0.022227591;1.322651563;-0.121120114;0.178277925;-0.226676602;-0.178333945;0.007945931;-0.022988613;-0.176798793;-0.1701874;-0.56990613;0.102106195;0.021604537;-0.142446544;0.108888179;0.017872114;-0.167187347;0.234290059;0.023036452;0.055238678;-0.231499097;-0.284999904;0.290227909;0.050800705;-0.233137209;0.192392225;-0.034471947;0.076629134;-0.220160098;-0.22516048;0.167310661;0.042573787;-0.1869707;0.03390874;0.005784512;0.180640826;-0.1071757;-0.167420811;0.126843439;-0.1185619;-0.195243582;0.128034694;-0.079603065;0.119612112;-0.184638878;-0.156265535;0.042995253;-6.27E-04;-0.145446746;-0.0941669;-0.091573713;0.134788277;-0.171380436;-0.134830631;0.006007577;-0.017380703;-0.133669969;-0.128671378;0;0;0;0;0;0;0;0;1.509836213;0.958472867;0.972771077;0.961299539;0.604271197;1.355379522;1.274922649;0.606063524;0.895903993;0.907164544;1.167450508;1.245833282;0.635351121;0.986088277;1.241642185;0.727966112;1.120555817;0.928781368;1.221591356;1.171069716;0.794796644;0.867432173;1.105170856;0.909901513;0.683349015;0.783925065;0.952076633;1.180532003;0.499930251;1.565611154;1.519365071;0.483086074;1.235222206;0.917185038;1.213086228;1.10295809;0.879579658;0.909741027;1.068229843;0.986749619;1.256753995;0.909993175;1.203481364;1.083531736;0.896253189;0.940480241;1.068542434;0.997631375;0;0;0;0;0;0;0;0;0;11.89;15.99592017;-0.319000841;0.261253205;4.126090842;8.778852101;13;27;26;20;6;1;1;0;0;7;18.178898;0;0;1;4;2;1;2;0;0;16.22239284;26.87618354;25.77647059;26.12;17.55036048;204.477606;0.600829364;0.995414205;0.954684096;0.967407407;0.650013351;7.573244666;2.05411;53.662;63.81088253;93.76983646;127.6217651;9.817058851;0.00;0.190568068;0.01;-2.155069585;84.44927527;6.496098098;5.76699638;176;0.222222222;13.02;2;2;2;2;0;0;0.363636364;1.297231328;2.783803023;3.513784724;3.736006946;3.958229169;3.958229169;35.02524584;75.16268161;94.87218755;100.8721876;106.8721876;106.8721876;0.272820614;0.585461385;0.738983777;0.785719314;0.832454851;0.832454851;3.457656175;1.97108448;1.241102778;1.018880556;0.796658333;0.796658333;0.261844959;0.561908097;0.709254237;0.75410959;0.798964942;0.798964942;11.2773202;24.4926182;26.8567824;27.8949787;28.933175;28.933175;46.16199101;29.39793023;25.38769353;22.97232131;21.2279602;21.2279602;11.07692308;5.671875;4.152249135;6;6;3;2.45;1.4953;0.111111111;2.923631377;1.658733366;0;6.678722918;8.671432356;0;0.793700526;0;0;0;0.5;0;0;0;0;0;0;0;0.003;0.468;0.454;0.96;0.712;5.983;16;17;17;21;16;12;12;8;2;147;2.890371758;3.349904087;3.695110004;4.032025798;4.551901257;4.26969745;4.057205015;4.298135385;4.150055169;2.784239339;6.26232626;3.56079932;0.444444444;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0.307692308;6;0.461538462;0;5;9;0.8;3;1.333333333;0.25;0.502222222;0.256944444;0.121632653;0.133680556;0.045099521;0;0;0.230769231;0.083333333;0.017857143;0.055802469;0.028549383;0.015204082;0.026736111;0.015033174;0;0;0.473284925;45.26533551;70.28341198;90.53067102;6.96389777;4.55E+19;0.093175917;0.007167378;-3.08524579;74.59370636;5.737977413;5.60567298;26.3;182.5904495;4.700439718;4.077537444;4.828313737;5.616771098;6.391917113;7.183111702;7.967280179;8.759825595;9.548168831;10.3416457;90.7145714;3.295836866;0;4.510859507;0;5.910796644;0;7.384610383;0;8.895218584;9.14889041;178.0993797;6.596273322;25.39078495;1.953137304;5.147030191;5.147030191;0;284;14;4.293;58
